POSTCODE,POSITIONAL_QUALITY_INDICATOR,PO_BOX_INDICATOR,TOTAL_NUMBER_OF_DELIVERY_POINTS,DELIVERY_POINTS_CPLC,DOMESTIC_DELIVERY_POINTS,NON_DOMESTIC_DELIVERY_POINTS,PO_BOX_DELIVERY_POINTS,MATCHED_ADDRESS_PREMISES,UNMATCHED_DELIVERY_POINTS,COUNTRY_CODE,NHS_REGIONAL_HA_CODE,NHS_HA_CODE,ADMIN_COUNTY_CODE,ADMIN_DISTRICT_CODE,ADMIN_WARD_CODE,POSTCODE_TYPE,WKT
EX1 1EE,10,N,32,32,18,14,0,15,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292079 92307)
EX1 1HS,10,N,12,12,2,10,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292061 92517)
EX1 1LR,10,N,32,32,32,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292179 92688)
EX1 1YZ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 2LR,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (293008 92710)
EX1 9SG,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292446 92788)
EX2 4AB,10,N,12,12,8,4,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291919 92143)
EX2 4ET,10,N,21,21,21,0,0,21,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292519 92092)
EX2 4EY,10,N,5,5,5,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292757 92305)
EX2 4HJ,10,N,4,4,4,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292536 92175)
EX2 4LS,10,N,42,42,40,2,0,40,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292690 92070)
EX2 4UJ,10,N,9,7,8,1,0,7,2,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292223 92065)
EX4 1AD,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291486 92050)
EX4 1BT,10,N,26,26,26,0,0,26,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291124 92139)
EX4 1DQ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 3AX,10,N,8,8,0,8,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291853 92526)
EX4 3BH,10,N,24,24,19,5,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291689 92535)
EX4 3BP,10,N,22,22,22,0,0,22,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291531 92443)
EX4 3QA,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292013 92697)
EX4 3QJ,10,N,4,4,0,4,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292226 92921)
EX4 4DN,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (291448 93020)
EX4 4EU,10,N,45,45,45,0,0,18,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292240 93101)
EX4 4HD,10,N,23,23,22,1,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292298 93326)
EX4 4HE,10,N,30,30,30,0,0,21,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292143 93241)
EX4 4HG,10,N,48,48,48,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291913 93111)
EX4 4JU,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291538 93314)
EX4 6BZ,10,N,40,40,39,1,0,24,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292519 93479)
EX4 6JP,10,N,42,42,42,0,0,41,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003498,S,POINT (292798 94016)
EX4 6JR,10,N,2,2,2,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003498,S,POINT (292931 94015)
EX4 6PE,10,N,6,6,6,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292548 93142)
EX4 6QD,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292541 93388)
EX4 6QE,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292548 93382)
EX4 8XZ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 1AF,10,N,10,10,9,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292245 92317)
EX1 1BZ,10,N,16,16,16,0,0,15,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291977 92442)
EX1 1DA,10,N,4,4,1,3,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291947 92428)
EX1 1PZ,10,N,4,3,0,4,0,1,1,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292411 92725)
EX1 1QZ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292402 92642)
EX1 2EF,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 2EU,10,N,27,27,27,0,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292932 92951)
EX1 2FH,10,N,15,15,15,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292678 93106)
EX1 2JP,10,N,28,28,28,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292897 93197)
EX1 2LS,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (293008 92710)
EX1 9SU,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292446 92788)
EX1 9UD,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4JD,10,N,19,19,17,2,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292189 92188)
EX2 4NA,10,N,56,56,56,0,0,56,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292500 92023)
EX2 9ZS,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX20 9AB,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000047,E05010562,L,POINT (258745 95033)
EX4 1AZ,10,N,44,44,44,0,0,42,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291284 92143)
EX4 1BZ,10,N,27,27,27,0,0,27,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291183 92164)
EX4 3AP,10,N,7,7,7,0,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291746 92451)
EX4 3HJ,10,N,4,4,0,4,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291885 92726)
EX4 3HL,10,N,7,7,0,7,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291870 92697)
EX4 3LN,10,N,7,7,0,7,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292107 92725)
EX4 3NE,10,N,12,12,0,12,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292097 92780)
EX4 3QS,10,N,33,33,19,14,0,19,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291834 92613)
EX4 4AQ,10,N,8,8,8,0,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (291197 93710)
EX4 4BD,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291302 93462)
EX4 4EL,10,N,17,17,17,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292282 93062)
EX4 4QJ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,L,POINT (291819 93967)
EX4 6PZ,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292660 93578)
EX4 6RR,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292499 92995)
EX1 1DN,10,N,11,11,11,0,0,11,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291933 92369)
EX1 1JJ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292446 92788)
EX1 1QD,10,N,3,3,0,3,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292389 92677)
EX1 1QF,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292183 92310)
EX1 1QJ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292416 92661)
EX1 1SJ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292730 92560)
EX1 2DQ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292749 93189)
EX1 2ES,10,N,34,34,34,0,0,28,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292991 92841)
EX1 9EE,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9QU,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9SZ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292446 92788)
EX1 9TY,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4LX,10,N,54,54,54,0,0,54,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292739 92019)
EX4 1AA,10,N,10,10,1,9,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291482 92045)
EX4 2WD,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 3BJ,10,N,12,12,12,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291633 92436)
EX4 4BG,10,N,3,3,0,3,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291286 93317)
EX4 4DW,10,N,21,21,16,5,0,18,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291382 93145)
EX4 4FG,10,N,7,7,7,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291213 93094)
EX4 4JA,10,N,41,41,32,9,0,23,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291641 92997)
EX4 4LN,10,N,9,9,9,0,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291822 93273)
EX4 6AZ,10,N,12,12,12,0,0,10,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292488 93178)
EX4 6LG,10,N,44,44,38,6,0,15,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292893 93493)
EX4 6PG,10,N,2,2,0,2,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292470 93315)
EX4 6QQ,10,N,8,8,7,1,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292616 93396)
EX4 6TG,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,L,POINT (292153 93953)
EX4 9UR,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 1DR,10,N,30,30,30,0,0,15,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291921 92289)
EX1 1HJ,10,N,7,7,2,5,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291960 92542)
EX1 1JD,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292446 92788)
EX1 1PG,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292335 92461)
EX1 1TB,10,N,7,7,7,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292791 92405)
EX1 1UH,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292442 92409)
EX1 2HJ,10,N,27,27,25,2,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292887 93217)
EX1 9GB,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9TE,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9TT,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9UX,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 5SH,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 7YN,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 9XZ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 3AG,10,N,7,7,7,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291650 92286)
EX4 3AN,10,N,82,82,58,24,0,28,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291714 92360)
EX4 3AR,10,N,22,22,22,0,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291741 92420)
EX4 3LR,10,N,4,4,1,3,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292051 92729)
EX4 3NZ,10,N,10,10,1,9,0,10,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292167 92805)
EX4 3QR,10,N,8,8,0,8,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291899 92591)
EX4 3RG,10,N,21,21,19,2,0,12,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291609 92821)
EX4 3RQ,10,N,7,7,5,2,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291567 92910)
EX4 4AR,10,N,6,6,6,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (291232 93597)
EX4 4EP,10,N,27,27,16,11,0,20,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292231 93038)
EX4 4LA,10,N,16,16,16,0,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291506 93431)
EX4 4LE,10,N,13,13,13,0,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291780 93353)
EX4 4NJ,10,N,4,4,4,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292303 93378)
EX4 4NP,10,N,13,13,13,0,0,13,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292193 93511)
EX4 4QA,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,L,POINT (291819 93967)
EX4 6DJ,10,N,15,15,15,0,0,15,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003498,S,POINT (292580 93899)
EX4 6HU,10,N,53,53,52,1,0,37,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003498,S,POINT (292829 93880)
EX4 6LA,10,N,4,4,4,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292807 93283)
EX4 6NN,10,N,23,23,8,15,0,17,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292414 92972)
EX4 6QB,10,N,8,8,8,0,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292666 93534)
EX4 6QJ,10,N,11,11,11,0,0,10,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292584 93349)
EX4 6SN,10,N,7,7,7,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292899 93326)
EX4 6SQ,10,N,54,54,54,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292936 93268)
EX1 1BQ,10,N,4,4,4,0,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291847 92323)
EX1 1BS,10,N,6,6,3,3,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291928 92429)
EX1 1ED,10,N,10,10,3,7,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292088 92351)
EX1 1ES,10,N,8,8,8,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292057 92283)
EX1 1QU,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292380 92643)
EX1 1TU,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 2BX,10,N,14,14,14,0,0,14,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292865 92997)
EX1 9HA,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9HE,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9LA,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9RU,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4AX,10,N,19,19,19,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292267 92021)
EX2 4EE,10,N,31,31,31,0,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291867 92096)
EX2 8WX,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 1EA,10,N,22,22,22,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291334 92262)
EX4 2YN,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 3DJ,10,N,14,14,3,11,0,11,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292017 92638)
EX4 3HR,10,N,6,6,0,6,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291908 92518)
EX4 3LQ,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292196 92856)
EX4 3XJ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 4AA,10,N,11,11,11,0,0,11,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (291314 93779)
EX4 4AP,10,N,2,2,0,2,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (291062 93911)
EX4 4AS,10,N,8,8,8,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (291244 93648)
EX4 4BW,10,N,43,43,43,0,0,43,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291318 93120)
EX4 4EZ,10,N,15,15,15,0,0,15,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292302 93170)
EX4 4LH,10,N,4,4,4,0,0,4,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291571 93285)
EX4 4LP,10,N,2,2,0,2,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291835 93335)
EX4 4PA,10,N,3,3,0,3,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291052 93298)
EX4 6DQ,10,N,16,16,14,2,0,11,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003498,S,POINT (292513 93803)
EX4 6SL,10,N,5,5,5,0,0,5,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292899 93230)
EX1 1DL,10,N,23,23,23,0,0,10,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291897 92415)
EX1 1TH,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292898 92573)
EX1 1UP,10,N,2,2,0,2,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292511 92762)
EX1 2DD,10,N,5,5,4,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292553 93008)
EX1 2JB,10,N,14,14,0,14,0,14,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292391 92841)
EX1 2ZT,10,N,72,72,72,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292757 93066)
EX1 9ST,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292446 92788)
EX1 9TX,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4AA,10,N,8,8,5,3,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292282 92314)
EX2 4EF,10,N,9,9,9,0,0,6,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291880 92096)
EX2 4EU,10,N,36,36,36,0,0,35,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292452 92066)
EX2 7WU,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 7XP,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 8ZQ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX4 1BA,10,N,29,29,29,0,0,29,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003506,S,POINT (291232 92126)
EX4 3DT,10,N,5,5,0,5,0,3,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291960 92581)
EX4 3EE,10,N,1,1,1,0,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291661 92794)
EX4 3RY,10,N,49,49,48,1,0,2,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292230 92960)
EX4 3TE,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291746 93017)
EX4 4AG,10,N,7,7,7,0,0,7,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003493,S,POINT (291230 93750)
EX4 4HR,10,N,19,19,16,3,0,17,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291628 93095)
EX4 4LD,10,N,25,25,25,0,0,25,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (291656 93391)
EX4 4NS,10,N,21,21,21,0,0,21,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292270 93519)
EX4 4UY,10,N,45,45,45,0,0,36,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292163 93416)
EX4 6AB,10,N,11,10,1,10,0,4,1,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292299 93040)
EX4 6DB,10,N,29,29,29,0,0,24,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003503,S,POINT (292451 93559)
EX4 6LD,10,N,57,57,54,3,0,36,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292854 93357)
EX1 1BL,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291812 92372)
EX1 1DG,10,N,22,22,22,0,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291878 92274)
EX1 1GG,10,N,2,2,0,2,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292258 92728)
EX1 1LX,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,L,POINT (292189 92750)
EX1 1TA,10,N,9,8,9,0,0,8,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,S,POINT (292730 92430)
EX1 2AA,10,N,1,1,0,1,0,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9GQ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX1 9HU,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
EX2 4DF,10,N,28,28,28,0,0,14,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292281 92058)
EX2 4DZ,10,N,32,32,32,0,0,11,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (291759 92080)
EX2 4HF,10,N,20,20,20,0,0,20,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003504,S,POINT (292451 92103)
EX2 4JE,10,N,18,18,18,0,0,9,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003502,S,POINT (292283 92236)
EX2 7DQ,10,Y,1,1,0,0,1,1,0,E92000001,E19000002,E18000010,E10000008,E07000041,E05003497,L,POINT (292656 92951)
